ID,Semester,NPM,JadwalID,UTS,UAS,NilaiAkhir,NilaiHuruf,approval
600,1,22140009,305,82.00,82,82.53,A-,1
600,3,22140009,305,82.00,82,82.53,A-,1
601,1,22140010,86,64.20,63,65.42,B-,1
601,1,22140010,86,64.20,63,65.42,B-,1
601,1,22140010,86,64.20,63,65.42,B-,1
601,1,22140010,86,64.20,63,65.42,B-,1
601,1,22140010,86,64.20,63,65.42,B-,1
602,1,22140011,278,83.50,90,84.47,A-,1
602,1,22140011,278,83.50,90,84.47,A-,1
602,1,22140011,278,83.50,90,84.47,A-,1
602,1,22140011,278,83.50,90,84.47,A-,1
602,1,22140011,278,83.50,90,84.47,A-,1
603,1,22140012,86,71.40,80,74.44,B,1
603,1,22140012,86,71.40,80,74.44,B,1
603,1,22140012,86,71.40,80,74.44,B,1
603,1,22140012,86,71.40,80,74.44,B,1
603,1,22140012,86,71.40,80,74.44,B,1
604,1,22140013,76,75.00,73.32,76.88,B+,1
604,1,22140013,76,75.00,73.32,76.88,B+,1
604,1,22140013,76,75.00,73.32,76.88,B+,1
604,1,22140013,76,75.00,73.32,76.88,B+,1
604,1,22140013,76,75.00,73.32,76.88,B+,1
605,1,22140014,86,68.60,60,67.71,B-,1
605,1,22140014,86,68.60,60,67.71,B-,1
605,1,22140014,86,68.60,60,67.71,B-,1
605,1,22140014,86,68.60,60,67.71,B-,1
605,1,22140014,86,68.60,60,67.71,B-,1
606,1,22140015,86,60.70,63,65.50,B-,1
606,1,22140015,86,60.70,63,65.50,B-,1
606,1,22140015,86,60.70,63,65.50,B-,1
606,1,22140015,86,60.70,63,65.50,B-,1
606,1,22140015,86,60.70,63,65.50,B-,1
609,1,22140018,86,88.60,80,83.66,A-,1
609,1,22140018,86,88.60,80,83.66,A-,1
609,1,22140018,86,88.60,80,83.66,A-,1
609,1,22140018,86,88.60,80,83.66,A-,1
609,1,22140018,86,88.60,80,83.66,A-,1
614,1,11140005,271,20.00,32,37.10,E,1
614,1,11140005,271,20.00,32,37.10,E,1
615,1,11140006,271,25.00,51,56.12,C,1
615,1,11140006,271,25.00,51,56.12,C,1
616,1,11140007,271,71.00,79,73.74,B,1
616,1,11140007,271,71.00,79,73.74,B,1
617,1,11140008,271,5.00,8,11.15,E,1
617,1,11140008,271,5.00,8,11.15,E,1
618,1,11140009,271,93.00,100,97.55,A,1
618,1,11140009,271,93.00,100,97.55,A,1
619,1,11140010,271,35.00,80,65.39,B-,1
619,1,11140010,271,35.00,80,65.39,B-,1
620,1,11140011,271,70.00,88,80.68,A-,1
620,1,11140011,271,70.00,88,80.68,A-,1
621,1,11140012,271,90.00,100,96.50,A,1
621,1,11140012,271,90.00,100,96.50,A,1
622,1,11140013,271,24.00,51,56.25,C,1
622,1,11140013,271,24.00,51,56.25,C,1
623,1,11140014,271,65.00,74,77.75,B+,1
623,1,11140014,271,65.00,74,77.75,B+,1
624,1,11140015,271,75.00,78,83.01,A-,1
624,1,11140015,271,75.00,78,83.01,A-,1
627,1,11140018,271,33.00,44,56.05,C,1
627,1,11140018,271,33.00,44,56.05,C,1
634,1,11140019,275,83.80,86,85.41,A,1
634,1,11140019,275,83.80,86,85.41,A,1
635,1,11140020,275,84.00,91,90.05,A,1
635,1,11140020,275,84.00,91,90.05,A,1
636,1,11140021,275,98.80,92,92.88,A,1
636,1,11140021,275,98.80,92,92.88,A,1
637,1,11140022,275,88.80,88,85.55,A,1
637,1,11140022,275,88.80,88,85.55,A,1
638,1,11140023,275,75.50,100,89.39,A,1
638,1,11140023,275,75.50,100,89.39,A,1
639,1,11140024,275,60.70,66,67.54,B-,1
639,1,11140024,275,60.70,66,67.54,B-,1
640,1,11140025,275,82.70,88,86.99,A,1
640,1,11140025,275,82.70,88,86.99,A,1
641,1,11140026,275,56.00,15,40.12,D,1
641,1,11140026,275,56.00,15,40.12,D,1
645,1,11140030,275,70.40,98,83.75,A-,1
645,1,11140030,275,70.40,98,83.75,A-,1
646,1,11140031,275,45.60,55,56.93,C,1
646,1,11140031,275,45.60,55,56.93,C,1
647,1,11140032,275,45.20,50,56.57,C,1
647,1,11140032,275,45.20,50,56.57,C,1
649,1,11140034,275,62.80,20,50.49,D,1
649,1,11140034,275,62.80,20,50.49,D,1
650,1,11140035,275,81.20,92,83.66,A-,1
650,1,11140035,275,81.20,92,83.66,A-,1
651,1,11140036,275,57,71,70.03,B,1
651,1,11140036,275,57,71,70.03,B,1
652,1,11140025,62,73.33,60.83,70.37,B,1
652,1,11140025,62,73.33,60.83,70.37,B,1
652,1,11140025,62,73.33,60.83,70.37,B,1
652,1,11140025,62,73.33,60.83,70.37,B,1
652,1,11140025,62,73.33,60.83,70.37,B,1
653,1,11140026,295,,,0.00,E,1
653,1,11140026,295,,,0.00,E,1
653,1,11140026,295,,,0.00,E,1
653,1,11140026,295,,,0.00,E,1
653,1,11140026,295,,,0.00,E,1
657,1,11140030,339,80.00,75.33,80.02,A-,1
657,1,11140030,339,80.00,75.33,80.02,A-,1
657,1,11140030,339,80.00,75.33,80.02,A-,1
657,1,11140030,339,80.00,75.33,80.02,A-,1
657,1,11140030,339,80.00,75.33,80.02,A-,1
658,1,11140031,339,65.00,66.66,68.75,B-,1
658,1,11140031,339,65.00,66.66,68.75,B-,1
658,1,11140031,339,65.00,66.66,68.75,B-,1
658,1,11140031,339,65.00,66.66,68.75,B-,1
658,1,11140031,339,65.00,66.66,68.75,B-,1
659,1,11140032,295,63.33,65.39,68.36,B-,1
659,1,11140032,295,63.33,65.39,68.36,B-,1
659,1,11140032,295,63.33,65.39,68.36,B-,1
659,1,11140032,295,63.33,65.39,68.36,B-,1
659,1,11140032,295,63.33,65.39,68.36,B-,1
661,1,11140034,295,75.00,59.94,67.21,B-,1
661,1,11140034,295,75.00,59.94,67.21,B-,1
661,1,11140034,295,75.00,59.94,67.21,B-,1
661,1,11140034,295,75.00,59.94,67.21,B-,1
661,1,11140034,295,75.00,59.94,67.21,B-,1
662,1,11140035,339,80.00,77.99,81.80,A-,1
662,1,11140035,339,80.00,77.99,81.80,A-,1
662,1,11140035,339,80.00,77.99,81.80,A-,1
662,1,11140035,339,80.00,77.99,81.80,A-,1
662,1,11140035,339,80.00,77.99,81.80,A-,1
663,1,11140036,339,72,79,78.55,B+,1
663,1,11140036,339,72,79,78.55,B+,1
663,1,11140036,339,72,79,78.55,B+,1
663,1,11140036,339,72,79,78.55,B+,1
663,1,11140036,339,72,79,78.55,B+,1
668,1,11140005,298,50.60,25,46.50,D,1
668,1,11140005,298,50.60,25,46.50,D,1
669,1,11140006,298,85.50,30,67.01,B-,1
669,1,11140006,298,85.50,30,67.01,B-,1
670,1,11140007,298,90.80,83,84.68,A-,1
670,1,11140007,298,90.80,83,84.68,A-,1
671,1,11140008,298,31.00,10,28.09,E,1
671,1,11140008,298,31.00,10,28.09,E,1
672,1,11140009,298,97.10,96,94.95,A,1
672,1,11140009,298,97.10,96,94.95,A,1
673,1,11140010,298,74.00,74,76.91,B+,1
673,1,11140010,298,74.00,74,76.91,B+,1
674,1,11140011,298,80.40,94,87.23,A,1
674,1,11140011,298,80.40,94,87.23,A,1
675,1,11140012,298,90.70,94,92.73,A,1
675,1,11140012,298,90.70,94,92.73,A,1
676,1,11140013,298,76.40,87,82.66,A-,1
676,1,11140013,298,76.40,87,82.66,A-,1
677,1,11140014,298,86.50,91,89.79,A,1
677,1,11140014,298,86.50,91,89.79,A,1
678,1,11140015,298,72.70,86,82.37,A-,1
678,1,11140015,298,72.70,86,82.37,A-,1
681,1,11140018,298,62.20,72,71.96,B,1
681,1,11140018,298,62.20,72,71.96,B,1
682,1,11140019,133,70.00,95,86.61,A,1
682,1,11140019,133,70.00,95,86.61,A,1
683,1,11140020,133,64.00,80,76.74,B+,1
683,1,11140020,133,64.00,80,76.74,B+,1
684,1,11140021,133,45.00,80,62.62,C+,1
684,1,11140021,133,45.00,80,62.62,C+,1
685,1,11140022,133,54.00,85,73.55,B,1
685,1,11140022,133,54.00,85,73.55,B,1
686,1,11140023,133,76.00,100,91.60,A,1
686,1,11140023,133,76.00,100,91.60,A,1
687,1,11140024,133,15.00,60,56.25,C,1
687,1,11140024,133,15.00,60,56.25,C,1
688,1,11140025,133,61.00,82,75.79,B+,1
688,1,11140025,133,61.00,82,75.79,B+,1
689,1,11140026,133,11.00,0,4.45,E,1
689,1,11140026,133,11.00,0,4.45,E,1
693,1,11140030,133,30.00,67,56.09,C,1
693,1,11140030,133,30.00,67,56.09,C,1
694,1,11140031,133,16.00,23,30.57,E,1
694,1,11140031,133,16.00,23,30.57,E,1
695,1,11140032,133,32.00,43,56.25,C,1
695,1,11140032,133,32.00,43,56.25,C,1
697,1,11140034,133,15.00,0,11.37,E,1
697,1,11140034,133,15.00,0,11.37,E,1
698,1,11140035,133,51.00,75,70.13,B,1
698,1,11140035,133,51.00,75,70.13,B,1
699,1,11140036,133,40,89,71.13,B,1
699,1,11140036,133,40,89,71.13,B,1
700,1,11140019,101,83.80,86,85.41,A,1
700,1,11140019,101,83.80,86,85.41,A,1
701,1,11140020,101,84.00,91,90.05,A,1
701,1,11140020,101,84.00,91,90.05,A,1
702,1,11140021,101,98.80,92,92.88,A,1
702,1,11140021,101,98.80,92,92.88,A,1
703,1,11140022,101,88.80,88,85.55,A,1
703,1,11140022,101,88.80,88,85.55,A,1
704,1,11140023,101,75.50,100,89.39,A,1
704,1,11140023,101,75.50,100,89.39,A,1
705,1,11140024,101,60.70,66,67.54,B-,1
705,1,11140024,101,60.70,66,67.54,B-,1
706,1,11140025,101,82.70,88,86.99,A,1
706,1,11140025,101,82.70,88,86.99,A,1
707,1,11140026,101,56.00,15,40.12,D,1
707,1,11140026,101,56.00,15,40.12,D,1
711,1,11140030,101,70.40,98,83.75,A-,1
711,1,11140030,101,70.40,98,83.75,A-,1
712,1,11140031,101,45.60,55,56.93,C,1
712,1,11140031,101,45.60,55,56.93,C,1
713,1,11140032,101,45.20,50,56.57,C,1
713,1,11140032,101,45.20,50,56.57,C,1
715,1,11140034,101,62.80,20,50.49,D,1
715,1,11140034,101,62.80,20,50.49,D,1
716,1,11140035,101,81.20,92,83.66,A-,1
716,1,11140035,101,81.20,92,83.66,A-,1
717,1,11140036,101,57,71,70.03,B,1
717,1,11140036,101,57,71,70.03,B,1
722,1,11140005,135,20.00,32,37.10,E,1
722,1,11140005,135,20.00,32,37.10,E,1
723,1,11140006,135,25.00,51,56.12,C,1
723,1,11140006,135,25.00,51,56.12,C,1
724,1,11140007,135,71.00,79,73.74,B,1
724,1,11140007,135,71.00,79,73.74,B,1
725,1,11140008,135,5.00,8,11.15,E,1
725,1,11140008,135,5.00,8,11.15,E,1
726,1,11140009,135,93.00,100,97.55,A,1
726,1,11140009,135,93.00,100,97.55,A,1
727,1,11140010,135,35.00,80,65.39,B-,1
727,1,11140010,135,35.00,80,65.39,B-,1
728,1,11140011,135,70.00,88,80.68,A-,1
728,1,11140011,135,70.00,88,80.68,A-,1
729,1,11140012,135,90.00,100,96.50,A,1
729,1,11140012,135,90.00,100,96.50,A,1
730,1,11140013,135,24.00,51,56.25,C,1
730,1,11140013,135,24.00,51,56.25,C,1
731,1,11140014,135,65.00,74,77.75,B+,1
731,1,11140014,135,65.00,74,77.75,B+,1
732,1,11140015,135,75.00,78,83.01,A-,1
732,1,11140015,135,75.00,78,83.01,A-,1
735,1,11140018,135,33.00,44,56.05,C,1
735,1,11140018,135,33.00,44,56.05,C,1
740,1,11140005,104,50.60,25,46.50,D,1
740,1,11140005,104,50.60,25,46.50,D,1
741,1,11140006,104,85.50,30,67.01,B-,1
741,1,11140006,104,85.50,30,67.01,B-,1
742,1,11140007,104,90.80,83,84.68,A-,1
742,1,11140007,104,90.80,83,84.68,A-,1
743,1,11140008,104,31.00,10,28.09,E,1
743,1,11140008,104,31.00,10,28.09,E,1
744,1,11140009,104,97.10,96,94.95,A,1
744,1,11140009,104,97.10,96,94.95,A,1
745,1,11140010,104,74.00,74,76.91,B+,1
745,1,11140010,104,74.00,74,76.91,B+,1
746,1,11140011,104,80.40,94,87.23,A,1
746,1,11140011,104,80.40,94,87.23,A,1
747,1,11140012,104,90.70,94,92.73,A,1
747,1,11140012,104,90.70,94,92.73,A,1
748,1,11140013,104,76.40,87,82.66,A-,1
748,1,11140013,104,76.40,87,82.66,A-,1
749,1,11140014,104,86.50,91,89.79,A,1
749,1,11140014,104,86.50,91,89.79,A,1
750,1,11140015,104,72.70,86,82.37,A-,1
750,1,11140015,104,72.70,86,82.37,A-,1
753,1,11140018,104,62.20,72,71.96,B,1
753,1,11140018,104,62.20,72,71.96,B,1
755,1,12140002,272,71.00,72,76.63,B+,1
755,1,12140002,272,71.00,72,76.63,B+,1
756,1,12140003,272,63.00,78,77.07,B+,1
756,1,12140003,272,63.00,78,77.07,B+,1
757,1,12140004,272,80.00,89,89.15,A,1
757,1,12140004,272,80.00,89,89.15,A,1
759,1,12140006,272,40,35,56.25,C,1
759,1,12140006,272,40,35,56.25,C,1
760,1,12140007,276,78.90,78,81.35,A-,1
760,1,12140007,276,78.90,78,81.35,A-,1
761,1,12140008,276,96.30,100,96.31,A,1
761,1,12140008,276,96.30,100,96.31,A,1
762,1,12140009,276,52.40,75,70.03,B,1
762,1,12140009,276,52.40,75,70.03,B,1
763,1,12140010,276,55.10,65,66.67,B-,1
763,1,12140010,276,55.10,65,66.67,B-,1
764,1,12140011,276,91.80,82,88.64,A,1
764,1,12140011,276,91.80,82,88.64,A,1
766,1,12140007,46,41.00,82,60.09,C+,1
766,1,12140007,46,41.00,82,60.09,C+,1
767,1,12140008,46,35.00,84,65.23,B-,1
767,1,12140008,46,35.00,84,65.23,B-,1
768,1,12140009,46,47.00,66,65.83,B-,1
768,1,12140009,46,47.00,66,65.83,B-,1
769,1,12140010,46,26.00,63,56.23,C,1
769,1,12140010,46,26.00,63,56.23,C,1
770,1,12140011,46,78.00,99,91.62,A,1
770,1,12140011,46,78.00,99,91.62,A,1
773,1,12140006,81,70,80,75.45,B+,1
773,1,12140006,81,70,80,75.45,B+,1
773,1,12140006,81,70,80,75.45,B+,1
773,1,12140006,81,70,80,75.45,B+,1
773,1,12140006,81,70,80,75.45,B+,1
774,1,12140007,73,92.00,95,89.85,A,1
774,1,12140007,73,92.00,95,89.85,A,1
774,1,12140007,73,92.00,95,89.85,A,1
774,1,12140007,73,92.00,95,89.85,A,1
774,1,12140007,73,92.00,95,89.85,A,1
775,1,12140008,81,85.70,80,82.30,A-,1
775,1,12140008,81,85.70,80,82.30,A-,1
775,1,12140008,81,85.70,80,82.30,A-,1
775,1,12140008,81,85.70,80,82.30,A-,1
775,1,12140008,81,85.70,80,82.30,A-,1
776,1,12140001,124,76.00,60,71.38,B,1
776,1,12140001,124,76.00,60,71.38,B,1
776,1,12140001,124,76.00,60,71.38,B,1
776,1,12140001,124,76.00,60,71.38,B,1
776,3,12140001,124,76.00,60,71.38,B,1
777,1,12140002,121,95.00,75,86.43,A,1
777,1,12140002,121,95.00,75,86.43,A,1
777,1,12140002,121,95.00,75,86.43,A,1
777,1,12140002,121,95.00,75,86.43,A,1
777,3,12140002,121,95.00,75,86.43,A,1
778,1,12140003,127,89.00,93,89.43,A,1
778,1,12140003,127,89.00,93,89.43,A,1
778,1,12140003,127,89.00,93,89.43,A,1
778,1,12140003,127,89.00,93,89.43,A,1
778,3,12140003,127,89.00,93,89.43,A,1
779,1,12140004,121,100.0,94,94.83,A,1
779,1,12140004,121,100.0,94,94.83,A,1
779,1,12140004,121,100.0,94,94.83,A,1
779,1,12140004,121,100.0,94,94.83,A,1
779,3,12140004,121,100.0,94,94.83,A,1
780,1,12140009,340,73.34,76.05,76.85,B+,1
780,1,12140009,340,73.34,76.05,76.85,B+,1
780,1,12140009,340,73.34,76.05,76.85,B+,1
780,1,12140009,340,73.34,76.05,76.85,B+,1
780,1,12140009,340,73.34,76.05,76.85,B+,1
781,1,12140010,296,73.33,68.16,71.85,B,1
781,1,12140010,296,73.33,68.16,71.85,B,1
781,1,12140010,296,73.33,68.16,71.85,B,1
781,1,12140010,296,73.33,68.16,71.85,B,1
781,1,12140010,296,73.33,68.16,71.85,B,1
782,1,12140011,63,90.00,88.21,90.43,A,1
782,1,12140011,63,90.00,88.21,90.43,A,1
782,1,12140011,63,90.00,88.21,90.43,A,1
782,1,12140011,63,90.00,88.21,90.43,A,1
782,1,12140011,63,90.00,88.21,90.43,A,1
785,1,12140002,299,70.90,77,77.51,B+,1
785,1,12140002,299,70.90,77,77.51,B+,1
786,1,12140003,299,70.80,84,82.68,A-,1
786,1,12140003,299,70.80,84,82.68,A-,1
787,1,12140004,299,83.00,95,90.50,A,1
787,1,12140004,299,83.00,95,90.50,A,1
789,1,12140006,299,66,55,68.55,B-,1
789,1,12140006,299,66,55,68.55,B-,1
790,1,12140001,136,20.00,55,56.25,C,1
790,1,12140001,136,20.00,55,56.25,C,1
791,1,12140002,136,71.00,72,76.63,B+,1
791,1,12140002,136,71.00,72,76.63,B+,1
792,1,12140003,136,63.00,78,77.07,B+,1
792,1,12140003,136,63.00,78,77.07,B+,1
793,1,12140004,136,80.00,89,89.15,A,1
793,1,12140004,136,80.00,89,89.15,A,1
795,1,12140006,136,40,35,56.25,C,1
795,1,12140006,136,40,35,56.25,C,1
796,1,12140001,105,51.20,65,65.09,B-,1
796,1,12140001,105,51.20,65,65.09,B-,1
797,1,12140002,105,70.90,77,77.51,B+,1
797,1,12140002,105,70.90,77,77.51,B+,1
798,1,12140003,105,70.80,84,82.68,A-,1
798,1,12140003,105,70.80,84,82.68,A-,1
799,1,12140004,105,83.00,95,90.50,A,1
799,1,12140004,105,83.00,95,90.50,A,1
801,1,12140006,105,66,55,68.55,B-,1
801,1,12140006,105,66,55,68.55,B-,1
802,1,12140007,134,41.00,82,60.09,C+,1
802,1,12140007,134,41.00,82,60.09,C+,1
803,1,12140008,134,35.00,84,65.23,B-,1
803,1,12140008,134,35.00,84,65.23,B-,1
804,1,12140009,134,47.00,66,65.83,B-,1
804,1,12140009,134,47.00,66,65.83,B-,1
805,1,12140010,134,26.00,63,56.23,C,1
805,1,12140010,134,26.00,63,56.23,C,1
806,1,12140011,134,78.00,99,91.62,A,1
806,1,12140011,134,78.00,99,91.62,A,1
808,1,12140007,102,78.90,78,81.35,A-,1
808,1,12140007,102,78.90,78,81.35,A-,1
809,1,12140008,102,96.30,100,96.31,A,1
809,1,12140008,102,96.30,100,96.31,A,1
810,1,12140009,102,52.40,75,70.03,B,1
810,1,12140009,102,52.40,75,70.03,B,1
811,1,12140010,102,55.10,65,66.67,B-,1
811,1,12140010,102,55.10,65,66.67,B-,1
812,1,12140011,102,91.80,82,88.64,A,1
812,1,12140011,102,91.80,82,88.64,A,1
814,1,21140013,260,71.67,51.23,56.30,C,1
814,1,21140013,260,71.67,51.23,56.30,C,1
814,1,21140013,260,71.67,51.23,56.30,C,1
814,1,21140013,260,71.67,51.23,56.30,C,1
814,1,21140013,260,71.67,51.23,56.30,C,1
815,1,21140014,260,80.00,70.28,67.43,B-,1
815,1,21140014,260,80.00,70.28,67.43,B-,1
815,1,21140014,260,80.00,70.28,67.43,B-,1
815,1,21140014,260,80.00,70.28,67.43,B-,1
815,1,21140014,260,80.00,70.28,67.43,B-,1
818,1,21140017,85,70.00,85,76.15,B+,1
818,1,21140017,85,70.00,85,76.15,B+,1
818,1,21140017,85,70.00,85,76.15,B+,1
818,1,21140017,85,70.00,85,76.15,B+,1
818,1,21140017,85,70.00,85,76.15,B+,1
820,1,21140019,85,73.60,90,80.06,A-,1
820,1,21140019,85,73.60,90,80.06,A-,1
820,1,21140019,85,73.60,90,80.06,A-,1
820,1,21140019,85,73.60,90,80.06,A-,1
820,1,21140019,85,73.60,90,80.06,A-,1
821,1,21140001,109,60.00,53,62.80,C+,1
822,1,21140002,109,60.00,45,60.00,C+,1
823,1,21140003,109,56.00,40,56.10,C,1
824,1,21140004,109,76.00,64,73.75,B,1
825,1,21140005,109,29.00,34,34.05,E,1
826,1,21140006,109,75.00,88,82.55,A-,1
827,1,21140007,109,67.00,55,67.45,B-,1
828,1,21140008,109,65.00,51,65.35,B-,1
829,1,21140009,109,42.00,66,61.05,C+,1
830,1,21140010,109,63.00,67,68.75,B-,1
831,1,21140011,109,61.00,52,62.80,C+,1
832,1,21140012,109,66.00,48,66.15,B-,1
833,1,21140013,109,72.00,46,67.55,B-,1
834,1,21140014,109,67.00,62,69.15,B-,1
837,1,21140017,109,72.00,72,74.40,B,1
839,1,21140019,109,66.00,68,69.40,B-,1
840,1,21140001,99,62.50,76.5,70.61,B,1
841,1,21140002,99,68.50,69,70.09,B,1
842,1,21140003,99,71.00,69,62.56,C+,1
843,1,21140004,99,82.50,78,78.62,B+,1
844,1,21140005,99,60.50,63,61.59,C+,1
845,1,21140006,99,92.50,81,84.91,A-,1
846,1,21140007,99,76.00,70,75.28,B+,1
847,1,21140008,99,82.50,73,78.01,B+,1
848,1,21140009,99,77.00,60,65.23,B-,1
849,1,21140010,99,72.00,0,38.76,E,1
850,1,21140011,99,67.50,69,64.46,C+,1
851,1,21140012,99,72.00,72,71.70,B,1
852,1,21140013,99,81.00,0,56.55,C,1
853,1,21140014,99,81.00,78,73.95,B,1
856,1,21140017,99,68.50,76.5,73.25,B,1
858,1,21140019,99,61.50,73,71.08,B,1
859,1,21140001,107,62.50,76.5,70.61,B,1
860,1,21140002,107,68.50,69,70.09,B,1
861,1,21140003,107,71.00,69,62.56,C+,1
862,1,21140004,107,82.50,78,78.62,B+,1
863,1,21140005,107,60.50,63,61.59,C+,1
864,1,21140006,107,92.50,81,84.91,A-,1
865,1,21140007,107,76.00,70,75.28,B+,1
866,1,21140008,107,82.50,73,78.01,B+,1
867,1,21140009,107,77.00,60,65.23,B-,1
868,1,21140010,107,72.00,0,38.76,E,1
869,1,21140011,107,67.50,69,64.46,C+,1
870,1,21140012,107,72.00,72,71.70,B,1
871,1,21140013,107,81.00,0,56.55,C,1
872,1,21140014,107,81.00,78,73.95,B,1
875,1,21140017,107,68.50,76.5,73.25,B,1
877,1,21140019,107,61.50,73,71.08,B,1
878,1,22140001,90,70.00,60.00,68.00,B-,1
879,1,22140002,90,60.00,88.00,79.80,B+,1
881,1,22140004,90,60.00,60.00,68.00,B-,1
882,1,22140005,90,70.00,73.00,56.05,C,1
883,1,22140006,90,60.00,83.00,75.05,B+,1
884,1,22140007,90,40.00,55.00,51.25,D,1
885,1,22140008,90,70.00,85.00,80.75,A-,1
886,1,22140009,90,45.00,80.00,67.75,B-,1
887,1,22140010,90,45.00,75.00,65.00,B-,1
888,1,22140011,90,80.00,85.00,82.75,A-,1
889,1,22140012,90,75.00,76.00,77.85,B+,1
890,1,22140013,90,70.00,88.00,82.30,A-,1
891,1,22140014,90,60.00,33.00,44.05,D,1
892,1,22140015,90,50.00,0.00,24.00,E,1
895,1,22140018,90,60.00,52.00,65.20,B-,1
896,1,22140001,309,6.00,41,38.95,E,1
897,1,22140002,309,33.00,68,59.35,C,1
899,1,22140004,309,24.00,36,45.00,D,1
900,1,22140005,309,30.00,27,43.95,D,1
901,1,22140006,309,33.00,36,51.15,D,1
902,1,22140007,309,21.00,0,31.35,E,1
903,1,22140008,309,70.00,100,89.50,A,1
904,1,22140009,309,24.00,65,56.65,C,1
905,1,22140010,309,24.00,29,39.55,E,1
906,1,22140011,309,46.00,75,70.85,B,1
907,1,22140012,309,16.00,22,37.30,A,1
908,1,22140013,309,47.00,60,65.95,B-,1
909,1,22140014,309,10.00,0,26.00,E,1
910,1,22140015,309,25.00,27,39.20,E,1
913,1,22140018,309,23.00,52,50.25,D,1
914,1,22140001,70,87.50,85,86.48,A,1
915,1,22140002,70,94.00,100,97.90,A,1
917,1,22140004,70,77.00,80,81.05,A-,1
918,1,22140005,70,70.00,58,64.60,C+,1
919,1,22140006,70,90.00,100,96.50,A,1
920,1,22140007,70,75.00,70,71.75,B,1
921,1,22140008,70,92.50,100,97.38,A,1
922,1,22140009,70,80.00,70,74.40,B,1
923,1,22140010,70,67.00,67,73.00,B,1
924,1,22140011,70,92.50,70,77.88,B+,1
925,1,22140012,70,80.00,93,86.65,A,1
926,1,22140013,70,92.50,88,93.18,A,1
927,1,22140014,70,55,40,56.11,C,1
928,1,22140015,70,67.50,43,60.16,C+,1
931,1,22140018,70,92.50,86,88.58,A,1
932,1,22140001,83,70.00,75,75.69,B+,1
933,1,22140002,83,80.00,99,87.94,A,1
935,1,22140004,83,72.50,64,72.44,B,1
936,1,22140005,83,60.00,77.5,71.72,B,1
937,1,22140006,83,70.00,96,81.61,A-,1
938,1,22140007,83,60.00,50,62.99,C+,1
939,1,22140008,83,85.00,97,90.52,A,1
940,1,22140009,83,70.00,88,81.30,A-,1
941,1,22140010,83,65.00,70,70.84,B,1
942,1,22140011,83,80.00,93,85.89,A,1
943,1,22140012,83,70.00,95,82.59,A-,1
944,1,22140013,83,80.00,93,87.64,A,1
945,1,22140014,83,70.00,75,70.30,B,1
946,1,22140015,83,70.00,32,59.62,C,1
949,1,22140018,83,85.00,91,86.65,A,1
950,1,22140001,55,45.00,60,59.25,C,1
951,1,22140002,55,83.00,100,89.55,A,1
953,1,22140004,55,43.00,66,59.15,C,1
954,1,22140005,55,60.00,42,57.30,C,1
955,1,22140006,55,70.00,61,71.35,B,1
956,1,22140007,55,20.00,27,37.45,E,1
957,1,22140008,55,100.0,90,95.00,A,1
958,1,22140009,55,61.00,53,63.90,C+,1
959,1,22140010,55,47.00,50,56.45,C,1
960,1,22140011,55,100.0,75,88.25,A,1
961,1,22140012,55,79.00,52,68.35,B-,1
962,1,22140013,55,80.00,71,79.85,B+,1
963,1,22140014,55,30.00,33,43.05,D,1
964,1,22140015,55,22.00,0,27.20,E,1
967,1,22140018,55,65.00,62,66.95,B-,1
968,1,31140013,302,77.10,80,77.23,B+,1
968,1,31140013,302,77.10,80,77.23,B+,1
968,1,31140013,302,77.10,80,77.23,B+,1
968,1,31140013,302,77.10,80,77.23,B+,1
968,1,31140013,302,77.10,80,77.23,B+,1
969,1,31140014,122,83.00,88,83.48,A-,1
969,1,31140014,122,83.00,88,83.48,A-,1
969,1,31140014,122,83.00,88,83.48,A-,1
969,1,31140014,122,83.00,88,83.48,A-,1
969,3,31140014,122,83.00,88,83.48,A-,1
970,1,31140015,74,77.80,85,79.08,B+,1
970,1,31140015,74,77.80,85,79.08,B+,1
970,1,31140015,74,77.80,85,79.08,B+,1
970,1,31140015,74,77.80,85,79.08,B+,1
970,1,31140015,74,77.80,85,79.08,B+,1
971,1,31140016,122,71.00,80,78.43,B+,1
971,1,31140016,122,71.00,80,78.43,B+,1
971,1,31140016,122,71.00,80,78.43,B+,1
971,1,31140016,122,71.00,80,78.43,B+,1
971,3,31140016,122,71.00,80,78.43,B+,1
972,1,31140017,302,52.80,75,66.28,B-,1
972,1,31140017,302,52.80,75,66.28,B-,1
972,1,31140017,302,52.80,75,66.28,B-,1
972,1,31140017,302,52.80,75,66.28,B-,1
972,1,31140017,302,52.80,75,66.28,B-,1
973,1,31140018,74,88.50,85,86.22,A,1
973,1,31140018,74,88.50,85,86.22,A,1
973,1,31140018,74,88.50,85,86.22,A,1
973,1,31140018,74,88.50,85,86.22,A,1
973,1,31140018,74,88.50,85,86.22,A,1
974,1,31140019,122,94.00,92,90.68,A,1
974,1,31140019,122,94.00,92,90.68,A,1
974,1,31140019,122,94.00,92,90.68,A,1
974,1,31140019,122,94.00,92,90.68,A,1
974,3,31140019,122,94.00,92,90.68,A,1
975,1,31140020,74,77.80,85,78.98,B+,1
975,1,31140020,74,77.80,85,78.98,B+,1
975,1,31140020,74,77.80,85,78.98,B+,1
975,1,31140020,74,77.80,85,78.98,B+,1
975,1,31140020,74,77.80,85,78.98,B+,1
