ID,SemesterID,YearCode,NPM,ScheduleID,MKCode,MKName,MKNameEng,Evaluasi1,Evaluasi2,Evaluasi3,Evaluasi4,Evaluasi5,UTS,UAS,Score,Grade,Approval,TotalSKS
14357,8,20162,11140006,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",89,,,,,85,89,87.60,A,1,4
14358,8,20162,11140012,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",88,,,,,85,89,87.30,A,1,4
14401,8,20162,11140022,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",88,,,,,85,89,87.30,A,1,4
14459,8,20162,11140025,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",89,,,,,85,89,87.60,A,1,4
14537,8,20162,11140007,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",80,,,,,88,84,84.20,A-,1,4
14627,8,20162,11140008,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",78,,,,,80,85,81.15,A-,1,4
14702,8,20162,11140021,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",88,,,,,87,89,88.00,A,1,4
14721,8,20162,11140014,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",88,,,,,87,89,88.00,A,1,4
14832,8,20162,11140020,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",89,,,,,85,89,87.60,A,1,4
14874,8,20162,11140010,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",78,,,,,80,85,81.15,A-,1,4
14879,8,20162,11140038,1448,ENT3233,"Living in the Archipelago Business Experience","Living in the Archipelago Business Experience",80,,,,,88,84,84.20,A-,1,4
11984,8,20162,11140013,1447,ENT3380,"Internship 1","Internship 1",100,,,,,92,80,85.60,A,1,4
11985,8,20162,11140015,1447,ENT3380,"Internship 1","Internship 1",100,,,,,90,84,87.40,A,1,4
11986,8,20162,11140018,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,76,81.10,A-,1,4
11987,8,20162,11140019,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,81,84.10,A-,1,4
11989,8,20162,11140032,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,83,85.30,A,1,4
11990,8,20162,11140035,1447,ENT3380,"Internship 1","Internship 1",100,,,,,87,99,95.50,A,1,4
11991,8,20162,11140036,1447,ENT3380,"Internship 1","Internship 1",100,,,,,89,85,87.70,A,1,4
13984,8,20162,11140005,1447,ENT3380,"Internship 1","Internship 1",100,,,,,0,0,10.00,E,1,4
13985,8,20162,11140031,1447,ENT3380,"Internship 1","Internship 1",100,,,,,50,87,77.20,B+,1,4
13986,8,20162,11140030,1447,ENT3380,"Internship 1","Internship 1",100,,,,,98,92,94.60,A,1,4
14152,8,20162,11140009,1447,ENT3380,"Internship 1","Internship 1",100,,,,,90,100,97.00,A,1,4
14354,8,20162,11140006,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,88,88.30,A,1,4
14355,8,20162,11140012,1447,ENT3380,"Internship 1","Internship 1",100,,,,,0,0,10.00,E,1,4
14400,8,20162,11140022,1447,ENT3380,"Internship 1","Internship 1",100,,,,,82,87,86.80,A,1,4
14458,8,20162,11140025,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,92,90.70,A,1,4
14538,8,20162,11140007,1447,ENT3380,"Internship 1","Internship 1",100,,,,,80,90,88.00,A,1,4
14628,8,20162,11140008,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,71,78.10,B+,1,4
14700,8,20162,11140021,1447,ENT3380,"Internship 1","Internship 1",100,,,,,81,82,83.50,A-,1,4
14720,8,20162,11140014,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,90,89.50,A,1,4
14831,8,20162,11140020,1447,ENT3380,"Internship 1","Internship 1",100,,,,,85,84,85.90,A,1,4
14873,8,20162,11140010,1447,ENT3380,"Internship 1","Internship 1",100,,,,,88,85,87.40,A,1,4
14878,8,20162,11140038,1447,ENT3380,"Internship 1","Internship 1",100,,,,,91,93,93.10,A,1,4
12008,8,20162,11140013,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",75,83,50,86,,88,80,80.45,A-,1,4
12009,8,20162,11140015,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",85,50,85,95,,88,90,86.03,A,1,4
12010,8,20162,11140018,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,83,50,88,,85,90,83.33,A-,1,4
12011,8,20162,11140019,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",80,83,50,88,,90,89,85.18,A,1,4
12012,8,20162,11140024,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,50,50,86,,76,75,72.00,B,1,4
12013,8,20162,11140032,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",85,85,83,88,,88,80,83.98,A-,1,4
12014,8,20162,11140035,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,70,84,88,,85,87,83.70,A-,1,4
12015,8,20162,11140036,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",78,85,87,94,,90,81,85.20,A,1,4
13978,8,20162,11140005,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",0,0,0,50,,60,0,21.75,E,1,4
13979,8,20162,11140030,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",80,95,85,90,,95,82,87.55,A,1,4
13980,8,20162,11140031,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,70,80,84,,80,75,76.80,B+,1,4
14155,8,20162,11140009,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",87,78,82,95,,92,95,91.25,A,1,4
14361,8,20162,11140006,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,85,90,86,,83,80,81.72,A-,1,4
14362,8,20162,11140012,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,80,80,86,,90,83,82.40,A-,1,4
14403,8,20162,11140022,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,83,80,88,,88,82,83.28,A-,1,4
14461,8,20162,11140025,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",80,80,80,88,,88,82,83.80,A-,1,4
14536,8,20162,11140007,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,85,50,90,,85,85,80.13,A-,1,4
14626,8,20162,11140008,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,50,50,85,,73,77,70.33,B,1,4
14704,8,20162,11140021,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,50,80,87,,85,86.5,80.13,A-,1,4
14723,8,20162,11140014,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,85,50,88,,90,94,85.07,A,1,4
14834,8,20162,11140020,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",70,50,50,88,,95,82,80.65,A-,1,4
14876,8,20162,11140010,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",50,50,50,90,,80,75,72.00,B,1,4
14881,8,20162,11140038,1446,ENT3232,"Creating an Enterprising Culture in Your Organization","Creating an Enterprising Culture in Your Organization",73,85,50,94,,85,85,82.15,A-,1,4
12000,8,20162,11140013,1444,ENT3222,"Business Research Methods","Business Research Methods",85,,,,,75,72.5,77.00,B+,1,2
12001,8,20162,11140015,1444,ENT3222,"Business Research Methods","Business Research Methods",88,,,,,83,85,85.30,A,1,2
12002,8,20162,11140018,1444,ENT3222,"Business Research Methods","Business Research Methods",85,,,,,80,80,81.50,A-,1,2
12003,8,20162,11140019,1444,ENT3222,"Business Research Methods","Business Research Methods",85,,,,,80,85,83.50,A-,1,2
12004,8,20162,11140024,1444,ENT3222,"Business Research Methods","Business Research Methods",78,,,,,78,75,76.80,B+,1,2
12005,8,20162,11140032,1444,ENT3222,"Business Research Methods","Business Research Methods",85,,,,,77,80,80.60,A-,1,2
12006,8,20162,11140035,1444,ENT3222,"Business Research Methods","Business Research Methods",87,,,,,79,82,82.60,A-,1,2
12007,8,20162,11140036,1444,ENT3222,"Business Research Methods","Business Research Methods",88,,,,,80,83,83.60,A-,1,2
13974,8,20162,11140030,1444,ENT3222,"Business Research Methods","Business Research Methods",80.5,,,,,80,80.5,80.35,A-,1,2
13975,8,20162,11140031,1444,ENT3222,"Business Research Methods","Business Research Methods",80,,,,,74,74,75.80,B+,1,2
14154,8,20162,11140009,1444,ENT3222,"Business Research Methods","Business Research Methods",88,,,,,81,86.5,85.30,A,1,2
14359,8,20162,11140006,1444,ENT3222,"Business Research Methods","Business Research Methods",75,,,,,77,76,76.00,B+,1,2
14360,8,20162,11140012,1444,ENT3222,"Business Research Methods","Business Research Methods",85,,,,,80,84,83.10,A-,1,2
14402,8,20162,11140022,1444,ENT3222,"Business Research Methods","Business Research Methods",88,,,,,78,85,83.80,A-,1,2
14460,8,20162,11140025,1444,ENT3222,"Business Research Methods","Business Research Methods",86,,,,,79,81,81.90,A-,1,2
14535,8,20162,11140007,1444,ENT3222,"Business Research Methods","Business Research Methods",75,,,,,75,81,77.40,B+,1,2
14625,8,20162,11140008,1444,ENT3222,"Business Research Methods","Business Research Methods",78,,,,,79,63.5,72.50,B,1,2
14703,8,20162,11140021,1444,ENT3222,"Business Research Methods","Business Research Methods",80,,,,,78,79,79.00,B+,1,2
14722,8,20162,11140014,1444,ENT3222,"Business Research Methods","Business Research Methods",88,,,,,80,80.5,82.60,A-,1,2
14833,8,20162,11140020,1444,ENT3222,"Business Research Methods","Business Research Methods",80,,,,,79,83,80.90,A-,1,2
14875,8,20162,11140010,1444,ENT3222,"Business Research Methods","Business Research Methods",70,,,,,72,74,72.20,B,1,2
14880,8,20162,11140038,1444,ENT3222,"Business Research Methods","Business Research Methods",87,,,,,80,86,84.50,A-,1,2
11970,8,20162,12140002,1353,UNC0202,"Indonesian Language","Indonesian Language",85,86,,,,97,86,89.15,A,1,2
11971,8,20162,12140003,1353,UNC0202,"Indonesian Language","Indonesian Language",85,86,,,,97,91,91.15,A,1,2
11972,8,20162,12140004,1353,UNC0202,"Indonesian Language","Indonesian Language",85,87,,,,97,85,88.90,A,1,2
11973,8,20162,12140009,1353,UNC0202,"Indonesian Language","Indonesian Language",85,88,,,,98,92,92.15,A,1,2
11974,8,20162,12140011,1353,UNC0202,"Indonesian Language","Indonesian Language",85,88,,,,96,95,92.75,A,1,2
11975,8,20162,12140013,1353,UNC0202,"Indonesian Language","Indonesian Language",85,88,,,,96,91,91.15,A,1,2
13399,8,20162,12140008,1353,UNC0202,"Indonesian Language","Indonesian Language",85,85,,,,94,88,88.90,A,1,2
14163,8,20162,12140007,1353,UNC0202,"Indonesian Language","Indonesian Language",85,87,,,,93,93,90.90,A,1,2
14398,8,20162,12140015,1353,UNC0202,"Indonesian Language","Indonesian Language",85,87,,,,90,93,90.00,A,1,2
14730,8,20162,12140001,1353,UNC0202,"Indonesian Language","Indonesian Language",80,87,,,,90,80,84.05,A-,1,2
14938,8,20162,12140010,1353,UNC0202,"Indonesian Language","Indonesian Language",83,85,,,,85,81,83.10,A-,1,2
13384,8,20162,12140008,1458,ACC3114,"Strategic Management","Strategic Management",80,,,,,85,80,81.75,A-,1,2
14157,8,20162,12140007,1458,ACC3114,"Strategic Management","Strategic Management",76,,,,,83,80,79.85,B+,1,2
14392,8,20162,12140015,1458,ACC3114,"Strategic Management","Strategic Management",76,,,,,78,80,78.10,B+,1,2
14943,8,20162,12140010,1458,ACC3114,"Strategic Management","Strategic Management",75,,,,,88,80,81.30,A-,1,2
11952,8,20162,12140002,1453,ACC3220,"Accounting Information System","Accounting Information System",90,85,95,,,93,93,91.95,A,1,4
11953,8,20162,12140003,1453,ACC3220,"Accounting Information System","Accounting Information System",85,90,90,,,82,87,85.97,A,1,4
11954,8,20162,12140004,1453,ACC3220,"Accounting Information System","Accounting Information System",90,90,95,,,89,94,91.68,A,1,4
11955,8,20162,12140009,1453,ACC3220,"Accounting Information System","Accounting Information System",85,90,85,,,70,76,77.93,B+,1,4
11956,8,20162,12140011,1453,ACC3220,"Accounting Information System","Accounting Information System",85,90,95,,,84,90,88.20,A,1,4
11957,8,20162,12140013,1453,ACC3220,"Accounting Information System","Accounting Information System",90,90,90,,,70,79,80.15,A-,1,4
13387,8,20162,12140008,1453,ACC3220,"Accounting Information System","Accounting Information System",80,90,80,,,55,70,70.17,B,1,4
14160,8,20162,12140007,1453,ACC3220,"Accounting Information System","Accounting Information System",80,85,85,,,73,70,75.57,B+,1,4
14395,8,20162,12140015,1453,ACC3220,"Accounting Information System","Accounting Information System",85,90,88,,,93,80,86.58,A,1,4
14727,8,20162,12140001,1453,ACC3220,"Accounting Information System","Accounting Information System",80,85,80,,,60,45,62.33,C+,1,4
14942,8,20162,12140010,1453,ACC3220,"Accounting Information System","Accounting Information System",80,85,75,,,70,70,73.50,B,1,4
11958,8,20162,12140002,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",87,85,85,85,85,80,89,85.22,A,1,3
11959,8,20162,12140003,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",88,85,85,85,85,80,92,86.48,A,1,3
11960,8,20162,12140004,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",90,85,85,85,85,85,91,87.70,A,1,3
11961,8,20162,12140009,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",85,85,85,80,80,80,80,80.90,A-,1,3
11962,8,20162,12140011,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",86,85,85,85,85,80,89,85.16,A,1,3
11963,8,20162,12140013,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",82,85,75,75,60,80,80,78.62,B+,1,3
13388,8,20162,12140008,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",80,80,75,75,70,75,81,77.70,B+,1,3
14161,8,20162,12140007,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",85,85,80,75,75,80,76,78.40,B+,1,3
14396,8,20162,12140015,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",77,77,75,75,75,70,63,68.94,B-,1,3
14728,8,20162,12140001,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",0,60,65,70,75,55,63,57.90,C,1,3
14940,8,20162,12140010,1455,ACC3217,"Financial Planning & Cost Control","Financial Planning & Cost Control",65,70,65,70,70,65,68,67.10,B-,1,3
13385,8,20162,12140008,1457,ACC3218,"Taxation 1","Taxation 1",75,80,85,,,60,75,71.00,B,1,4
14158,8,20162,12140007,1457,ACC3218,"Taxation 1","Taxation 1",70,75,95,,,77,75,76.95,B+,1,4
14393,8,20162,12140015,1457,ACC3218,"Taxation 1","Taxation 1",60,95,90,,,60,75,71.42,B,1,4
14725,8,20162,12140001,1457,ACC3218,"Taxation 1","Taxation 1",60,75,0,,,50,70,62.38,C+,1,4
14941,8,20162,12140010,1457,ACC3218,"Taxation 1","Taxation 1",70,95,95,,,90,70,81.17,A-,1,4
13284,8,20162,31140003,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,93,94,90.25,A,1,2
13285,8,20162,31140004,1355,UNC0202,"Indonesian Language","Indonesian Language",82,85,,,,98,90,90.45,A,1,2
13286,8,20162,31140005,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,80,73,77.95,B+,1,2
13287,8,20162,31140006,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,97,87,88.65,A,1,2
13288,8,20162,31140009,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,95,95,91.25,A,1,2
13289,8,20162,31140010,1355,UNC0202,"Indonesian Language","Indonesian Language",82,85,,,,95,95,91.55,A,1,2
13290,8,20162,31140022,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,92,92,89.15,A,1,2
13292,8,20162,31140037,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,93,87,87.45,A,1,2
13944,8,20162,31140013,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,92,90,88.35,A,1,2
14178,8,20162,31140014,1355,UNC0202,"Indonesian Language","Indonesian Language",82,88,,,,92,92,89.90,A,1,2
14179,8,20162,31140027,1355,UNC0202,"Indonesian Language","Indonesian Language",82,85,,,,95,93,90.75,A,1,2
14335,8,20162,31140012,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,80,90,84.75,A-,1,2
14473,8,20162,31140008,1355,UNC0202,"Indonesian Language","Indonesian Language",80,0,,,,98,0,41.40,D,1,2
14476,8,20162,31140011,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,99,93,91.65,A,1,2
14574,8,20162,31140001,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,80,79,80.35,A-,1,2
14655,8,20162,31140020,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,99,74,84.05,A-,1,2
14682,8,20162,31140017,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,95,95,91.25,A,1,2
14683,8,20162,31140019,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,96,94,91.15,A,1,2
14732,8,20162,31140002,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,98,94,91.75,A,1,2
14844,8,20162,31140021,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,91,87,86.85,A,1,2
14845,8,20162,31140025,1355,UNC0202,"Indonesian Language","Indonesian Language",82,85,,,,98,90,90.45,A,1,2
14946,8,20162,31140015,1355,UNC0202,"Indonesian Language","Indonesian Language",80,85,,,,85,86,84.65,A-,1,2
13294,8,20162,31140004,1364,UNC0201,Citizenship,Citizenship,80,83,,,,75,80,78.95,B+,1,2
13295,8,20162,31140005,1364,UNC0201,Citizenship,Citizenship,78,75,,,,65,80,74.45,B,1,2
13296,8,20162,31140006,1364,UNC0201,Citizenship,Citizenship,78,77,,,,81,74,77.15,B+,1,2
13297,8,20162,31140009,1364,UNC0201,Citizenship,Citizenship,87,86,,,,88,80,84.35,A-,1,2
13298,8,20162,31140010,1364,UNC0201,Citizenship,Citizenship,78,80,,,,80,80,79.70,B+,1,2
13299,8,20162,31140022,1364,UNC0201,Citizenship,Citizenship,80,85,,,,84,82,82.75,A-,1,2
13301,8,20162,31140037,1364,UNC0201,Citizenship,Citizenship,78,77,,,,68,79,75.25,B+,1,2
13945,8,20162,31140013,1364,UNC0201,Citizenship,Citizenship,80,82,,,,80,83,81.50,A-,1,2
14180,8,20162,31140014,1364,UNC0201,Citizenship,Citizenship,80,78,,,,75,80,78.20,B+,1,2
14181,8,20162,31140027,1364,UNC0201,Citizenship,Citizenship,78,75,,,,80,78,78.15,B+,1,2
14336,8,20162,31140012,1364,UNC0201,Citizenship,Citizenship,80,83,,,,89,80,83.15,A-,1,2
14474,8,20162,31140008,1364,UNC0201,Citizenship,Citizenship,75,78,,,,80,0,46.95,D,1,2
14477,8,20162,31140011,1364,UNC0201,Citizenship,Citizenship,80,80,,,,77,80,79.10,B+,1,2
14575,8,20162,31140001,1364,UNC0201,Citizenship,Citizenship,80,80,,,,80,78,79.20,B+,1,2
14654,8,20162,31140020,1364,UNC0201,Citizenship,Citizenship,77,78,,,,66,80,75.05,B+,1,2
14684,8,20162,31140017,1364,UNC0201,Citizenship,Citizenship,78,80,,,,80,75,77.70,B+,1,2
14685,8,20162,31140019,1364,UNC0201,Citizenship,Citizenship,77,80,,,,71,80,76.85,B+,1,2
14731,8,20162,31140002,1364,UNC0201,Citizenship,Citizenship,78,80,,,,81,78,79.20,B+,1,2
14842,8,20162,31140021,1364,UNC0201,Citizenship,Citizenship,80,77,,,,87,78,80.85,A-,1,2
14843,8,20162,31140025,1364,UNC0201,Citizenship,Citizenship,78,77,,,,80,80,79.25,B+,1,2
14945,8,20162,31140015,1364,UNC0201,Citizenship,Citizenship,80,78,,,,75,78,77.40,B+,1,2
13311,8,20162,31140003,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",84,68,92,,,59,67,68.50,B-,1,2
13312,8,20162,31140004,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",84,84,84,,,73,78,78.05,B+,1,2
13313,8,20162,31140005,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",80,72,64,,,71,70,70.95,B,1,2
13314,8,20162,31140006,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",84,72,88,,,70,70,73.40,B,1,2
13315,8,20162,31140022,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",100,68,92,,,73,60,72.55,B,1,2
13317,8,20162,31140037,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",84,72,84,,,75,70,74.75,B,1,2
13334,8,20162,31140009,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",80,93,93,,,78,88,84.70,A-,1,2
13335,8,20162,31140010,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",95,75,77,,,74,81,78.95,B+,1,2
13940,8,20162,31140013,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",100,74,84,,,64,61,69.55,B-,1,2
14171,8,20162,31140014,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",100,50,92,,,59,56,64.45,C+,1,2
14172,8,20162,31140027,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",100,76,92,,,78,67,77.55,B+,1,2
14329,8,20162,31140012,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",97,78,80,,,72,78,78.00,B+,1,2
14478,8,20162,31140011,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",80,80,88,,,72,67,73.45,B,1,2
14567,8,20162,31140001,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",60,70,75,,,72,80,73.70,B,1,2
14656,8,20162,31140020,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",100,86,85,,,74,75,79.25,B+,1,2
14689,8,20162,31140017,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",84,72,72,,,70,63,69.35,B-,1,2
14690,8,20162,31140019,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",80,88,92,,,80,65,76.75,B+,1,2
14733,8,20162,31140002,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",93,90,88,,,74,85,82.75,A-,1,2
14846,8,20162,31140021,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",95,80,90,,,76,87,83.55,A-,1,2
14847,8,20162,31140025,1521,HOT0039,"French B1-1 Theory","French B1-1 Theory",77,83,83,,,77,79,78.90,B+,1,2
14928,8,20162,31140016,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",50,56,70,,,50,59,55.75,D,1,2
14947,8,20162,31140015,1520,HOT0039,"French B1-1 Theory","French B1-1 Theory",50,82,50,,,50,43,50.75,D,1,2
13324,8,20162,31140003,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",65,90,68,,,77,75,75.50,B+,1,2
13325,8,20162,31140004,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",75,92,76,,,82,91,84.85,A-,1,2
13326,8,20162,31140005,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",75,80,72,,,76,67,72.75,B,1,2
13327,8,20162,31140006,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",0,74,72,,,78,71,66.75,B-,1,2
13328,8,20162,31140022,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",92.5,94,84,,,81,87,85.85,A,1,2
13330,8,20162,31140037,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",72.5,90,72,,,73,72,74.20,B,1,2
13336,8,20162,31140009,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",86,88,92,,,91,93,91.00,A,1,2
13337,8,20162,31140010,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",68,0,76,,,77,73,66.90,B-,1,2
13941,8,20162,31140013,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",82.5,84,84,,,79,76,79.30,B+,1,2
14173,8,20162,31140014,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",95,88,80,,,87,85,86.50,A,1,2
14174,8,20162,31140027,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",82.5,92,82,,,87,89,87.25,A,1,2
14330,8,20162,31140012,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",78,78,80,,,79,80,79.25,B+,1,2
14479,8,20162,31140011,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",77.5,78,76,,,74,83,78.10,B+,1,2
14568,8,20162,31140001,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",62,72,74,,,65,65.5,66.47,B-,1,2
14657,8,20162,31140020,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",97.5,88,89,,,85,88,88.00,A,1,2
14691,8,20162,31140017,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",75,86,70,,,80,88,81.90,A-,1,2
14692,8,20162,31140019,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",77.5,86,76,,,85,89,84.85,A-,1,2
14734,8,20162,31140002,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",80,82,80,,,81,83,81.60,A-,1,2
14848,8,20162,31140021,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",84,85,88,,,83,83.5,83.98,A-,1,2
14849,8,20162,31140025,1523,HOT0040,"French B1-1 Practical","French B1-1 Practical",88,80,88,,,84,83,84.05,A-,1,2
14929,8,20162,31140016,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",50,50,64,,,50,49,51.05,D,1,2
14948,8,20162,31140015,1522,HOT0040,"French B1-1 Practical","French B1-1 Practical",50,50,68,,,50,73,59.85,C,1,2
13374,8,20162,31140003,1527,HOT0041,"Supervisory Technique","Supervisory Technique",79.2,92,88.6,95,,83,94,88.56,A,1,2
13375,8,20162,31140004,1527,HOT0041,"Supervisory Technique","Supervisory Technique",89.4,98,87.4,96,,92,96,93.61,A,1,2
13376,8,20162,31140005,1527,HOT0041,"Supervisory Technique","Supervisory Technique",60.6,88,86,83,,81,90,83.67,A-,1,2
13377,8,20162,31140006,1527,HOT0041,"Supervisory Technique","Supervisory Technique",82,96,83.8,90,,90,96,91.48,A,1,2
13378,8,20162,31140009,1527,HOT0041,"Supervisory Technique","Supervisory Technique",92.8,93,87,95,,93,98,94.44,A,1,2
13379,8,20162,31140010,1527,HOT0041,"Supervisory Technique","Supervisory Technique",88.4,100,80,60,,95,96,91.48,A,1,2
13380,8,20162,31140022,1527,HOT0041,"Supervisory Technique","Supervisory Technique",83.2,100,85.4,93,,84,96,90.12,A,1,2
13382,8,20162,31140037,1527,HOT0041,"Supervisory Technique","Supervisory Technique",81.8,100,87.4,89,,85,95,89.87,A,1,2
13937,8,20162,31140013,1527,HOT0041,"Supervisory Technique","Supervisory Technique",78.2,98,94,98,,93,95,93.42,A,1,2
14165,8,20162,31140014,1527,HOT0041,"Supervisory Technique","Supervisory Technique",93.8,96,90.6,93,,88,96,92.40,A,1,2
