ID,SemesterID,YearCode,NPM,ScheduleID,MKCode,MKName,MKNameEng,Evaluasi1,Evaluasi2,Evaluasi3,Evaluasi4,Evaluasi5,UTS,UAS,Score,Grade,Approval,TotalSKS
336,3,20141,12140009,307,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",82,75,90,,93,53.00,88,74.85,B,1,4
337,3,20141,12140010,243,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",85,85,90,,80,84.00,85,84.65,A-,1,4
338,3,20141,12140011,127,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",90,85,85,,70,92.00,95,90.20,A,1,4
389,3,20141,12140002,307,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",88,85,90,,96,95.00,75,86.43,A,1,4
390,3,20141,12140003,118,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",83,85,90,,85,89.00,93,89.43,A,1,4
391,3,20141,12140004,307,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",88,85,90,,96,100.0,94,94.83,A,1,4
393,3,20141,12140006,121,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",84,75,90,,70,71,86,78.88,B+,1,4
394,3,20141,12140007,127,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",82,85,85,,79,90.00,91.5,88.35,A,1,4
395,3,20141,12140008,121,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",81,75,90,,93,90.00,87.0,87.38,A,1,4
405,3,20141,12140006,307,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",84,75,90,,70,71,86,78.88,B+,1,4
406,3,20141,12140007,118,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",82,85,85,,79,90.00,91.5,88.35,A,1,4
407,3,20141,12140008,307,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",81,75,90,,93,90.00,87.0,87.38,A,1,4
408,3,20141,12140009,121,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",82,75,90,,93,53.00,88,74.85,B,1,4
409,3,20141,12140010,124,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",85,85,90,,80,84.00,85,84.65,A-,1,4
410,3,20141,12140011,118,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",90,85,85,,70,92.00,95,90.20,A,1,4
776,3,20141,12140001,124,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",82,75,90,,70,76.00,60,71.38,B,1,4
777,3,20141,12140002,121,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",88,85,90,,96,95.00,75,86.43,A,1,4
778,3,20141,12140003,127,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",83,85,90,,85,89.00,93,89.43,A,1,4
779,3,20141,12140004,121,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",88,85,90,,96,100.0,94,94.83,A,1,4
67,3,20141,11140005,62,UNI1003,"Rhetoric 1","Rhetoric 1",72.25,85,100,100,100,85.00,83.88,86.11,A,1,4
68,3,20141,11140006,257,UNI1003,"Rhetoric 1","Rhetoric 1",57.5,90,100,60,100,66.67,56.66,65.87,B-,1,4
69,3,20141,11140007,62,UNI1003,"Rhetoric 1","Rhetoric 1",78.75,50,100,15,75,70.00,59.73,63.82,C+,1,4
70,3,20141,11140008,257,UNI1003,"Rhetoric 1","Rhetoric 1",42,87.5,100,40,100,71.67,64.17,68.85,B-,1,4
71,3,20141,11140009,62,UNI1003,"Rhetoric 1","Rhetoric 1",94,100,100,100,100,93.33,89.21,92.84,A,1,4
72,3,20141,11140010,257,UNI1003,"Rhetoric 1","Rhetoric 1",77.5,85,66,60,85,70.00,67.5,70.05,B,1,4
73,3,20141,11140011,62,UNI1003,"Rhetoric 1","Rhetoric 1",88.75,90,100,100,100,76.67,69.72,78.31,B+,1,4
74,3,20141,11140012,62,UNI1003,"Rhetoric 1","Rhetoric 1",90.25,100,100,100,100,91.67,88.66,91.91,A,1,4
153,3,20141,11140005,87,UNI1003,"Rhetoric 1","Rhetoric 1",72.25,85,100,100,100,85.00,83.88,86.11,A,1,4
154,3,20141,11140006,295,UNI1003,"Rhetoric 1","Rhetoric 1",57.5,90,100,60,100,66.67,56.66,65.87,B-,1,4
155,3,20141,11140007,87,UNI1003,"Rhetoric 1","Rhetoric 1",78.75,50,100,15,75,70.00,59.73,63.82,C+,1,4
156,3,20141,11140008,295,UNI1003,"Rhetoric 1","Rhetoric 1",42,87.5,100,40,100,71.67,64.17,68.85,B-,1,4
157,3,20141,11140009,87,UNI1003,"Rhetoric 1","Rhetoric 1",94,100,100,100,100,93.33,89.21,92.84,A,1,4
158,3,20141,11140010,295,UNI1003,"Rhetoric 1","Rhetoric 1",77.5,85,66,60,85,70.00,67.5,70.05,B,1,4
159,3,20141,11140011,87,UNI1003,"Rhetoric 1","Rhetoric 1",88.75,90,100,100,100,76.67,69.72,78.31,B+,1,4
160,3,20141,11140012,87,UNI1003,"Rhetoric 1","Rhetoric 1",90.25,100,100,100,100,91.67,88.66,91.91,A,1,4
185,3,20141,11140013,339,UNI1003,"Rhetoric 1","Rhetoric 1",73.5,90,100,60,100,71.67,73.88,75.92,B+,1,4
186,3,20141,11140014,87,UNI1003,"Rhetoric 1","Rhetoric 1",86.25,92.5,66,70,100,83.34,72.84,78.52,B+,1,4
187,3,20141,11140015,339,UNI1003,"Rhetoric 1","Rhetoric 1",89,100,100,60,100,80.00,81.10,82.94,A-,1,4
190,3,20141,11140018,295,UNI1003,"Rhetoric 1","Rhetoric 1",74,100,66,70,100,80.00,68.05,75.12,B+,1,4
191,3,20141,11140019,62,UNI1003,"Rhetoric 1","Rhetoric 1",91.5,95,100,75,100,80.00,78.39,82.35,A-,1,4
192,3,20141,11140020,62,UNI1003,"Rhetoric 1","Rhetoric 1",94,97.5,100,87.5,100,85.00,79,85.00,A,1,4
193,3,20141,11140021,339,UNI1003,"Rhetoric 1","Rhetoric 1",92.75,90,66,60,100,76.67,61.39,71.06,B,1,4
194,3,20141,11140022,62,UNI1003,"Rhetoric 1","Rhetoric 1",76.5,92.5,100,40,100,80.00,68.61,75.32,B+,1,4
195,3,20141,11140023,62,UNI1003,"Rhetoric 1","Rhetoric 1",91.5,97.5,100,75,100,90.00,81.17,85.03,A,1,4
196,3,20141,11140024,339,UNI1003,"Rhetoric 1","Rhetoric 1",,10,66,25,25,80.00,63.06,58.68,C,1,4
254,3,20141,11140025,87,UNI1003,"Rhetoric 1","Rhetoric 1",75,85,100,60,100,73.33,60.83,70.37,B,1,4
259,3,20141,11140030,279,UNI1003,"Rhetoric 1","Rhetoric 1",87.5,90,100,65,100,80.00,75.33,80.02,A-,1,4
260,3,20141,11140031,279,UNI1003,"Rhetoric 1","Rhetoric 1",75,70,100,60,80,65.00,66.66,68.75,B-,1,4
261,3,20141,11140032,257,UNI1003,"Rhetoric 1","Rhetoric 1",71.25,87.5,100,40,100,63.33,65.39,68.36,B-,1,4
263,3,20141,11140034,257,UNI1003,"Rhetoric 1","Rhetoric 1",73.75,85,,25,100,75.00,59.94,67.21,B-,1,4
264,3,20141,11140035,279,UNI1003,"Rhetoric 1","Rhetoric 1",86.5,87.5,100,80,100,80.00,77.99,81.80,A-,1,4
265,3,20141,11140036,279,UNI1003,"Rhetoric 1","Rhetoric 1",75,90,66,100,100,72,79,78.55,B+,1,4
478,3,20141,11140013,279,UNI1003,"Rhetoric 1","Rhetoric 1",73.5,90,100,60,100,71.67,73.88,75.92,B+,1,4
479,3,20141,11140014,62,UNI1003,"Rhetoric 1","Rhetoric 1",86.25,92.5,66,70,100,83.34,72.84,78.52,B+,1,4
480,3,20141,11140015,279,UNI1003,"Rhetoric 1","Rhetoric 1",89,100,100,60,100,80.00,81.10,82.94,A-,1,4
483,3,20141,11140018,257,UNI1003,"Rhetoric 1","Rhetoric 1",74,100,66,70,100,80.00,68.05,75.12,B+,1,4
484,3,20141,11140019,87,UNI1003,"Rhetoric 1","Rhetoric 1",91.5,95,100,75,100,80.00,78.39,82.35,A-,1,4
485,3,20141,11140020,87,UNI1003,"Rhetoric 1","Rhetoric 1",94,97.5,100,87.5,100,85.00,79,85.00,A,1,4
486,3,20141,11140021,279,UNI1003,"Rhetoric 1","Rhetoric 1",92.75,90,66,60,100,76.67,61.39,71.06,B,1,4
487,3,20141,11140022,87,UNI1003,"Rhetoric 1","Rhetoric 1",76.5,92.5,100,40,100,80.00,68.61,75.32,B+,1,4
488,3,20141,11140023,87,UNI1003,"Rhetoric 1","Rhetoric 1",91.5,97.5,100,75,100,90.00,81.17,85.03,A,1,4
489,3,20141,11140024,279,UNI1003,"Rhetoric 1","Rhetoric 1",,10,66,25,25,80.00,63.06,58.68,C,1,4
652,3,20141,11140025,62,UNI1003,"Rhetoric 1","Rhetoric 1",75,85,100,60,100,73.33,60.83,70.37,B,1,4
657,3,20141,11140030,339,UNI1003,"Rhetoric 1","Rhetoric 1",87.5,90,100,65,100,80.00,75.33,80.02,A-,1,4
658,3,20141,11140031,339,UNI1003,"Rhetoric 1","Rhetoric 1",75,70,100,60,80,65.00,66.66,68.75,B-,1,4
659,3,20141,11140032,295,UNI1003,"Rhetoric 1","Rhetoric 1",71.25,87.5,100,40,100,63.33,65.39,68.36,B-,1,4
661,3,20141,11140034,295,UNI1003,"Rhetoric 1","Rhetoric 1",73.75,85,,25,100,75.00,59.94,67.21,B-,1,4
662,3,20141,11140035,339,UNI1003,"Rhetoric 1","Rhetoric 1",86.5,87.5,100,80,100,80.00,77.99,81.80,A-,1,4
663,3,20141,11140036,339,UNI1003,"Rhetoric 1","Rhetoric 1",75,90,66,100,100,72,79,78.55,B+,1,4
29,3,20141,11140005,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,76.5,79,,,86.40,90,85.79,A,1,3
30,3,20141,11140006,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",80.00,80.5,80,,,60.00,63,67.10,B-,1,3
31,3,20141,11140007,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,72,83,,,83.50,90,85.22,A,1,3
32,3,20141,11140008,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,73.5,64,,,61.40,70,68.24,B-,1,3
33,3,20141,11140009,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,84,83,,,96.50,85,89.22,A,1,3
34,3,20141,11140010,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,75,80,,,70.70,85,77.50,B+,1,3
35,3,20141,11140011,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,95,79,,,92.00,85,88.35,A,1,3
36,3,20141,11140012,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,80,68,,,95.00,90,88.55,A,1,3
91,3,20141,11140005,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,76.5,79,,,86.40,90,85.79,A,1,3
92,3,20141,11140006,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",80.00,80.5,80,,,60.00,63,67.10,B-,1,3
93,3,20141,11140007,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,72,83,,,83.50,90,85.22,A,1,3
94,3,20141,11140008,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,73.5,64,,,61.40,70,68.24,B-,1,3
95,3,20141,11140009,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,84,83,,,96.50,85,89.22,A,1,3
96,3,20141,11140010,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,75,80,,,70.70,85,77.50,B+,1,3
97,3,20141,11140011,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,95,79,,,92.00,85,88.35,A,1,3
98,3,20141,11140012,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,80,68,,,95.00,90,88.55,A,1,3
207,3,20141,11140013,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,76.5,76,,,82.80,80,80.73,A-,1,3
208,3,20141,11140014,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,74,83,,,82.00,85,81.65,A-,1,3
209,3,20141,11140015,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,73.5,80,,,88.50,95,88.08,A,1,3
212,3,20141,11140018,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,78.5,72,,,70.00,90,78.05,B+,1,3
213,3,20141,11140019,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,77,76,,,91.40,80,84.29,A-,1,3
214,3,20141,11140020,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,78.5,76,,,95.00,95,90.45,A,1,3
215,3,20141,11140021,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,73.5,80,,,70.00,85,76.60,B+,1,3
216,3,20141,11140022,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,75.5,76,,,91.50,75,81.92,A-,1,3
217,3,20141,11140023,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,75.5,100,,,92.00,90,90.25,A,1,3
218,3,20141,11140024,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,75,76,,,88.50,70,77.58,B+,1,3
466,3,20141,11140025,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,87,76,,,90.70,95,90.30,A,1,3
467,3,20141,11140026,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",,28,64,,,50.00,0,31.30,E,1,3
471,3,20141,11140030,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,80,80,,,80.00,85,82.75,A-,1,3
472,3,20141,11140031,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,75,77,,,80.00,80,78.20,B+,1,3
473,3,20141,11140032,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,73,70,,,61.40,56.5,62.56,C+,1,3
475,3,20141,11140034,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,70,70,,,50,75,65.25,B-,1,3
476,3,20141,11140035,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,79,80,,,91.40,90,87.89,A,1,3
477,3,20141,11140036,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70,73,77,,,76,90,80.10,A-,1,3
502,3,20141,11140013,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,76.5,76,,,82.80,80,80.73,A-,1,3
503,3,20141,11140014,72,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,74,83,,,82.00,85,81.65,A-,1,3
504,3,20141,11140015,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,73.5,80,,,88.50,95,88.08,A,1,3
507,3,20141,11140018,246,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,78.5,72,,,70.00,90,78.05,B+,1,3
508,3,20141,11140019,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,77,76,,,91.40,80,84.29,A-,1,3
509,3,20141,11140020,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,78.5,76,,,95.00,95,90.45,A,1,3
510,3,20141,11140021,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,73.5,80,,,70.00,85,76.60,B+,1,3
511,3,20141,11140022,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,75.5,76,,,91.50,75,81.92,A-,1,3
512,3,20141,11140023,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,75.5,100,,,92.00,90,90.25,A,1,3
513,3,20141,11140024,80,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,75,76,,,88.50,70,77.58,B+,1,3
538,3,20141,11140025,336,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,87,76,,,90.70,95,90.30,A,1,3
539,3,20141,11140026,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",,28,64,,,50.00,0,31.30,E,1,3
543,3,20141,11140030,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",90.00,80,80,,,80.00,85,82.75,A-,1,3
544,3,20141,11140031,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,75,77,,,80.00,80,78.20,B+,1,3
545,3,20141,11140032,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70.00,73,70,,,61.40,56.5,62.56,C+,1,3
547,3,20141,11140034,300,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",75.00,70,70,,,50,75,65.25,B-,1,3
548,3,20141,11140035,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",85.00,79,80,,,91.40,90,87.89,A,1,3
549,3,20141,11140036,52,UNI1001,"Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)","Thinking and Acting like an Entrepreneurial Leader 1 (TAEL 1)",70,73,77,,,76,90,80.10,A-,1,3
755,3,20141,12140002,272,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",86.00,90,80,87,100,71.00,72,76.63,B+,1,4
756,3,20141,12140003,272,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",87.00,82,98,95,100,63.00,78,77.07,B+,1,4
757,3,20141,12140004,272,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",100,100,100,100,100,80.00,89,89.15,A,1,4
759,3,20141,12140006,272,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",100,100,100,100,100,40,35,56.25,C,1,4
766,3,20141,12140007,46,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",41.00,43,56,54,90,41.00,82,60.09,C+,1,4
767,3,20141,12140008,46,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",76.00,67,76,74,100,35.00,84,65.23,B-,1,4
768,3,20141,12140009,46,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",81.00,90,93,84,90,47.00,66,65.83,B-,1,4
769,3,20141,12140010,46,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",79.00,83,96,80,80,26.00,63,56.23,C,1,4
770,3,20141,12140011,46,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",98.00,100,96.5,100,100,78.00,99,91.62,A,1,4
790,3,20141,12140001,136,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",100,100,100,100,100,20.00,55,56.25,C,1,4
791,3,20141,12140002,136,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",86.00,90,80,87,100,71.00,72,76.63,B+,1,4
792,3,20141,12140003,136,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",87.00,82,98,95,100,63.00,78,77.07,B+,1,4
793,3,20141,12140004,136,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",100,100,100,100,100,80.00,89,89.15,A,1,4
795,3,20141,12140006,136,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",100,100,100,100,100,40,35,56.25,C,1,4
802,3,20141,12140007,134,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",41.00,43,56,54,90,41.00,82,60.09,C+,1,4
803,3,20141,12140008,134,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",76.00,67,76,74,100,35.00,84,65.23,B-,1,4
804,3,20141,12140009,134,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",81.00,90,93,84,90,47.00,66,65.83,B-,1,4
805,3,20141,12140010,134,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",79.00,83,96,80,80,26.00,63,56.23,C,1,4
806,3,20141,12140011,134,SOC1001,"Quantitative Methods for Business Analytics 1","Quantitative Methods for Business Analytics 1",98.00,100,96.5,100,100,78.00,99,91.62,A,1,4
760,3,20141,12140007,276,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",88.1,,,,,78.90,78,81.35,A-,1,4
761,3,20141,12140008,276,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",92,,,,,96.30,100,96.31,A,1,4
762,3,20141,12140009,276,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",84.8,,,,,52.40,75,70.03,B,1,4
763,3,20141,12140010,276,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",82.1,,,,,55.10,65,66.67,B-,1,4
764,3,20141,12140011,276,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",92.7,,,,,91.80,82,88.64,A,1,4
785,3,20141,12140002,299,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",85.8,,,,,70.90,77,77.51,B+,1,4
786,3,20141,12140003,299,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",95,,,,,70.80,84,82.68,A-,1,4
787,3,20141,12140004,299,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",94,,,,,83.00,95,90.50,A,1,4
789,3,20141,12140006,299,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",87.9,,,,,66,55,68.55,B-,1,4
796,3,20141,12140001,105,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",81.4,,,,,51.20,65,65.09,B-,1,4
797,3,20141,12140002,105,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",85.8,,,,,70.90,77,77.51,B+,1,4
798,3,20141,12140003,105,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",95,,,,,70.80,84,82.68,A-,1,4
799,3,20141,12140004,105,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",94,,,,,83.00,95,90.50,A,1,4
801,3,20141,12140006,105,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",87.9,,,,,66,55,68.55,B-,1,4
808,3,20141,12140007,102,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",88.1,,,,,78.90,78,81.35,A-,1,4
809,3,20141,12140008,102,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",92,,,,,96.30,100,96.31,A,1,4
810,3,20141,12140009,102,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",84.8,,,,,52.40,75,70.03,B,1,4
811,3,20141,12140010,102,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",82.1,,,,,55.10,65,66.67,B-,1,4
812,3,20141,12140011,102,UNI1002,"Introduction to Financial Accounting","Introduction to Financial Accounting",92.7,,,,,91.80,82,88.64,A,1,4
318,3,20141,11140025,126,UNI1004,"Creative Thinking & The Power of Simplicity","Creative Thinking & The Power of Simplicity",87,85,90,,70,90.00,85,86.15,A,1,4
